,Zip Code,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Churn,CLTV
6062,93514,Male,1,0,0,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),25.4,0,6141
6063,93516,Female,0,1,0,19,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,86.85,0,5072
6064,93517,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.65,0,3192
6065,93522,Female,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,45.55,0,4372
6066,93523,Female,1,1,1,11,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Credit card (automatic),78.1,0,2333
6067,93526,Female,0,0,0,12,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.3,0,2868
6068,93527,Female,0,1,0,70,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,110.5,0,5979
6069,93529,Female,0,0,0,23,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),20.3,0,3630
6070,93530,Male,1,0,0,49,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),81.35,0,4537
6071,93534,Male,0,0,1,2,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,55.3,0,4594
6072,93535,Male,1,1,0,69,0,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Two year,0,Credit card (automatic),56.55,0,4162
6073,93541,Female,0,1,1,24,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.7,0,3594
6074,93543,Female,0,0,0,32,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),104.05,0,2335
6075,93544,Female,0,0,0,27,1,No,DSL,Yes,Yes,No,No,No,No,Two year,0,Bank transfer (automatic),52.85,0,2842
6076,93546,Male,0,0,0,58,1,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),80.65,0,6043
6077,93550,Female,0,1,1,18,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),24.65,0,5231
6078,93551,Female,0,1,1,47,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),21.3,0,2861
6079,93552,Female,0,1,1,70,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,110.2,0,4098
6080,93554,Female,0,1,1,36,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Credit card (automatic),51.05,0,2161
6081,93555,Male,0,0,0,67,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.8,0,4260
6082,93560,Female,0,0,0,10,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.9,0,5811
6083,93561,Male,1,0,0,19,1,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,1,Electronic check,87.3,0,4447
6084,93562,Female,0,1,1,71,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.85,0,6342
6085,93563,Male,0,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Mailed check,89.4,0,6044
6086,93591,Female,0,1,1,48,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.0,0,2608
6087,93601,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.05,0,2067
6088,93602,Male,0,1,1,18,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,0,Electronic check,83.25,0,2065
6089,93604,Male,1,1,0,67,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),102.9,0,5869
6090,93605,Male,0,1,1,69,0,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,0,Mailed check,39.1,0,5987
6091,93608,Male,1,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Mailed check,114.5,0,6051
6092,93609,Female,1,0,0,38,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.2,0,4947
6093,93610,Male,1,1,0,40,1,No,DSL,No,No,No,No,No,Yes,One year,0,Electronic check,55.8,0,3587
6094,93611,Female,0,1,1,61,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.2,0,6201
6095,93614,Male,0,1,0,32,1,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,1,Credit card (automatic),72.8,0,3278
6096,93615,Female,0,0,0,21,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),99.85,0,2113
6097,93616,Female,1,0,0,59,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,99.5,0,5513
6098,93620,Female,0,0,0,47,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.25,0,5134
6099,93621,Male,0,1,1,69,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),26.0,0,4933
6100,93622,Male,0,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),19.9,0,5824
6101,93623,Female,0,1,1,22,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.05,0,4312
6102,93624,Male,1,1,0,15,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,96.5,0,2394
6103,93625,Female,0,0,0,53,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.85,0,6338
6104,93626,Female,1,1,0,28,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,25.7,0,3136
6105,93627,Male,0,0,0,22,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.3,0,4510
6106,93630,Male,1,1,0,16,1,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,1,Electronic check,91.55,0,4045
6107,93631,Female,0,1,1,48,0,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,0,Mailed check,39.4,0,5701
6108,93634,Male,1,1,0,30,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,1,Bank transfer (automatic),105.7,0,2455
6109,93635,Female,0,0,0,3,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.25,0,2156
6110,93637,Male,1,0,0,57,1,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,0,Electronic check,93.75,0,4276
6111,93640,Female,0,1,0,23,1,No,DSL,No,No,No,Yes,Yes,No,One year,0,Bank transfer (automatic),60.0,0,3835
6112,93641,Female,0,1,0,65,1,No,DSL,No,No,No,Yes,Yes,No,Two year,1,Credit card (automatic),59.8,0,6034
6113,93643,Male,0,1,0,44,1,No,Fiber optic,No,No,No,No,Yes,Yes,One year,1,Bank transfer (automatic),90.65,0,3786
6114,93644,Female,0,1,1,71,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),109.0,0,4204
6115,93645,Female,0,1,0,37,1,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,0,Credit card (automatic),68.1,0,2873
6116,93646,Female,0,0,0,12,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.4,0,4497
6117,93647,Male,0,1,1,69,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),81.95,0,6182
6118,93648,Female,0,0,0,35,1,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,0,Electronic check,60.55,0,3463
6119,93650,Male,0,0,0,5,1,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),65.6,0,5636
6120,93651,Male,0,1,1,58,1,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,0,Bank transfer (automatic),82.5,0,4348
6121,93652,Male,0,1,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,1,Bank transfer (automatic),82.3,0,5219
6122,93653,Male,0,1,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Mailed check,68.15,0,4613
6123,93654,Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.3,0,2507
6124,93657,Male,0,1,1,53,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.2,0,6050
6125,93660,Female,0,0,0,27,1,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,1,Electronic check,89.2,0,4384
6126,93665,Female,0,1,0,18,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,74.8,0,4809
6127,93666,Male,0,1,1,46,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,20.2,0,3136
6128,93667,Female,0,1,0,72,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),84.4,0,5046
6129,93669,Female,0,1,0,4,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,25.15,0,3891
6130,93673,Female,0,0,0,25,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.8,0,3875
6131,93675,Female,0,1,1,40,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,50.85,0,2819
6132,93701,Male,0,1,0,63,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,102.4,0,5096
6133,93703,Male,0,0,0,14,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),55.5,0,3520
6134,93704,Male,1,1,0,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),109.75,0,4265
6135,93705,Male,0,0,0,39,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,106.4,0,4111
6136,93706,Female,0,1,1,47,0,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),60.0,0,3248
6137,93710,Male,0,1,0,19,1,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,1,Credit card (automatic),88.8,0,4600
6138,93721,Female,0,0,0,17,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),80.05,0,3443
6139,93722,Male,1,1,0,34,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.55,0,5381
6140,93725,Female,0,0,0,42,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,49.55,0,3637
6141,93727,Female,0,1,1,71,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),23.9,0,5471
6142,93728,Male,1,1,0,19,1,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,0,Bank transfer (automatic),66.4,0,4533
6143,93905,Male,0,0,0,57,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),18.8,0,6466
6144,93906,Male,0,1,0,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,108.4,0,4394
6145,93907,Female,0,0,0,6,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Mailed check,85.95,0,3291
6146,93920,Male,0,1,0,61,1,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,0,Bank transfer (automatic),80.9,0,4161
6147,93923,Male,0,1,1,48,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),111.8,0,3922
6148,93924,Male,0,0,0,16,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),20.6,0,5667
6149,93926,Female,0,0,0,3,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,44.6,0,3122
6150,93928,Male,0,0,0,65,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,0,Credit card (automatic),105.1,0,5649
6151,93930,Female,0,1,1,70,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),115.15,0,4388
6152,93932,Male,0,1,0,60,1,No,DSL,Yes,No,No,No,Yes,No,One year,1,Mailed check,59.8,0,5488
6153,93933,Female,0,1,0,69,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Electronic check,26.3,0,5418
6154,93940,Female,1,0,0,35,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,70.55,0,5873
6155,93950,Female,0,0,0,22,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.05,0,5555
6156,93953,Male,0,1,1,66,1,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,0,Bank transfer (automatic),79.85,0,6236
6157,93960,Male,0,1,1,34,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),90.05,0,4648
6158,93962,Female,0,1,1,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.45,0,5335
6159,94002,Male,0,1,1,31,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,0,Electronic check,59.95,0,4337
6160,94005,Male,0,0,1,30,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),25.35,0,5915
6161,94015,Male,1,1,0,19,0,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,1,Credit card (automatic),34.3,0,4615
6162,94019,Female,0,1,0,65,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.05,0,5313
6163,94020,Female,0,1,1,30,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.3,0,4453
6164,94021,Male,0,0,0,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.15,0,5322
6165,94022,Female,0,0,0,2,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,0,Electronic check,51.4,0,2580
6166,94024,Male,0,1,1,53,1,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,0,Electronic check,71.85,0,4903
6167,94025,Male,1,1,0,7,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.4,0,3533
6168,94027,Female,0,1,1,61,1,No,DSL,Yes,No,No,No,No,No,One year,1,Bank transfer (automatic),49.7,0,4577
6169,94030,Female,0,0,0,13,1,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,78.75,0,5631
6170,94037,Male,1,1,0,35,1,Yes,Fiber optic,No,No,Yes,No,No,No,One year,1,Bank transfer (automatic),81.6,0,2300
6171,94038,Female,0,1,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),70.4,0,5748
6172,94041,Female,0,0,0,3,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,76.1,0,2650
6173,94043,Female,0,0,0,62,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,1,Bank transfer (automatic),94.0,0,4778
6174,94044,Male,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),103.95,0,4495
6175,94060,Male,0,1,0,63,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),19.95,0,5151
6176,94062,Female,1,0,0,35,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),110.8,0,2125
6177,94065,Male,0,1,0,62,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,0,Electronic check,96.1,0,6139
6178,94066,Female,0,0,0,15,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,48.8,0,2577
6179,94070,Female,0,0,0,55,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),50.55,0,6250
6180,94074,Female,0,0,0,11,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,44.65,0,4492
6181,94086,Female,0,0,0,61,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.45,0,4559
6182,94087,Female,0,1,0,71,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),89.3,0,4658
6183,94102,Male,0,0,0,35,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.25,0,2682
6184,94103,Female,0,0,0,17,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),70.5,0,3650
6185,94105,Female,0,1,0,47,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.65,0,4159
6186,94107,Female,0,1,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.85,0,5867
6187,94108,Male,0,0,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.65,0,4852
6188,94109,Male,1,1,0,44,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),19.35,0,4975
6189,94110,Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,44.0,0,4138
6190,94111,Female,0,1,1,44,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,0,Electronic check,94.4,0,5019
6191,94116,Female,0,0,0,18,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,75.4,0,4792
6192,94118,Female,0,1,0,65,1,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,0,Bank transfer (automatic),71.0,0,6308
6193,94123,Male,0,0,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,21.2,0,2088
6194,94124,Male,0,1,0,33,1,No,DSL,Yes,Yes,No,Yes,No,No,Two year,1,Mailed check,61.05,0,3215
6195,94129,Female,0,0,0,34,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),79.95,0,3570
6196,94130,Female,0,1,1,14,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.7,0,2966
6197,94131,Female,0,0,0,13,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.3,0,5332
6198,94133,Male,0,1,1,23,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,24.35,0,4031
6199,94134,Female,0,1,1,47,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.75,0,3843
6200,94301,Male,0,0,1,17,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,50.3,0,3202
6201,94304,Male,1,1,0,59,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,50.25,0,5546
6202,94305,Female,0,0,0,69,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),85.35,0,6499
6203,94401,Male,0,0,0,10,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,51.65,0,4292
6204,94402,Male,0,1,1,12,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),24.0,0,3705
6205,94404,Female,0,1,1,39,1,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,1,Mailed check,59.85,0,3900
6206,94501,Male,1,1,0,71,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.45,0,5341
6207,94502,Male,0,1,1,71,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),23.9,0,5574
6208,94506,Female,0,1,1,33,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),24.15,0,4501
6209,94507,Male,1,0,0,67,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,75.7,0,5823
6210,94510,Female,0,1,0,9,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Mailed check,50.85,0,4623
6211,94511,Male,0,1,0,52,1,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,1,Credit card (automatic),91.6,0,6069
6212,94512,Female,0,0,0,70,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,0,Electronic check,98.9,0,5980
6213,94513,Male,0,0,0,1,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,85.0,0,5754
6214,94515,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,44.3,0,4427
6215,94518,Female,0,0,0,52,1,Yes,Fiber optic,No,Yes,No,No,No,No,One year,1,Mailed check,80.2,0,5597
6216,94519,Male,0,0,0,6,1,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,0,Mailed check,60.9,0,2191
6217,94520,Male,0,1,0,7,0,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Mailed check,34.2,0,5100
6218,94523,Female,0,0,0,26,1,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,1,Credit card (automatic),87.15,0,5689
6219,94525,Male,0,1,1,25,1,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Electronic check,54.3,0,3971
6220,94526,Male,0,0,0,69,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.1,0,4535
6221,94530,Female,0,0,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),112.75,0,4927
6222,94533,Male,0,0,0,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.95,0,3172
6223,94535,Male,0,1,1,59,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.5,0,5293
6224,94536,Male,0,0,0,67,1,No,DSL,Yes,No,Yes,No,No,Yes,Two year,0,Bank transfer (automatic),65.55,0,6035
6225,94538,Female,1,0,0,26,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,78.8,0,4509
6226,94539,Female,0,0,0,27,1,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,0,Mailed check,78.2,0,2297
6227,94541,Male,0,1,1,72,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,0,Bank transfer (automatic),105.25,0,4427
6228,94542,Female,0,0,0,6,1,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,1,Electronic check,89.25,0,4430
6229,94544,Male,0,1,1,62,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.65,0,6403
6230,94545,Male,0,0,0,20,1,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,1,Electronic check,68.7,0,2989
6231,94546,Male,0,0,0,6,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,0,Credit card (automatic),78.65,0,2724
6232,94547,Male,0,0,0,51,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.75,0,5080
6233,94549,Female,0,1,1,61,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.75,0,6108
6234,94550,Male,1,1,0,62,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,89.1,0,4415
6235,94552,Female,0,0,0,72,1,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,1,Bank transfer (automatic),84.7,0,4520
6236,94559,Male,1,0,0,13,1,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,59.9,0,5254
6237,94560,Female,0,1,1,38,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.95,0,3614
6238,94563,Male,1,1,1,34,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,108.9,0,5151
6239,94564,Male,0,0,0,18,0,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,0,Mailed check,33.6,0,5388
6240,94565,Male,0,1,1,56,1,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,1,Mailed check,85.85,0,5058
6241,94566,Female,0,0,0,36,0,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Bank transfer (automatic),34.85,0,4452
6242,94571,Female,1,1,1,57,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,1,Credit card (automatic),95.3,0,4912
6243,94576,Male,0,1,0,70,1,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,0,Bank transfer (automatic),84.6,0,5679
6244,94577,Female,0,0,0,68,0,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,0,Electronic check,44.95,0,5750
6245,94578,Male,0,0,1,1,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,24.7,0,3518
6246,94579,Female,0,0,0,37,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,0,Credit card (automatic),100.3,0,4040
6247,94580,Female,0,0,1,4,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,25.45,0,2616
6248,94583,Male,0,0,0,1,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,50.7,0,3007
6249,94585,Male,0,0,0,20,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,1,Credit card (automatic),55.0,0,4481
6250,94586,Male,0,1,1,72,1,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,0,Bank transfer (automatic),68.4,0,5504
6251,94589,Male,0,1,0,11,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),55.05,0,2762
6252,94590,Female,0,1,1,33,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.8,0,2635
6253,94591,Female,1,0,0,62,1,Yes,Fiber optic,No,No,No,No,Yes,No,One year,0,Electronic check,84.45,0,4166
6254,94592,Female,0,0,0,1,0,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,0,Mailed check,35.9,0,3929
