,Zip Code,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Paperless Billing,Monthly Charges,Churn,CLTV,Gender_Female,Gender_Male,Contract_Month-to-month,Contract_One year,Contract_Two year,Payment Method_Bank transfer (automatic),Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Multiple Lines_No,Multiple Lines_No phone service,Multiple Lines_Yes,Online Security_No,Online Security_No internet service,Online Security_Yes,Online Backup_No,Online Backup_No internet service,Online Backup_Yes,Device Protection_No,Device Protection_No internet service,Device Protection_Yes,Tech Support_No,Tech Support_No internet service,Tech Support_Yes,Internet Service_DSL,Internet Service_Fiber optic,Internet Service_No,Streaming TV_No,Streaming TV_No internet service,Streaming TV_Yes,Streaming Movies_No,Streaming Movies_No internet service,Streaming Movies_Yes
6049,93446,0,1,1,0.5142149107256077,1,0,-1.5141781703663186,0,-0.8024090409185118,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
6050,93450,0,0,0,0.4327799651695797,1,1,0.8603611504947815,0,-1.6096396961948578,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
6051,93451,0,1,1,0.3513450196135517,1,1,-1.4875913060319748,0,1.1349445317447184,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
6052,93452,0,0,0,-1.114484000394952,1,1,0.3286238638079011,0,-0.9139843775640382,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
6053,93453,0,0,0,1.6135866757319857,0,1,-0.11836779281325775,0,-0.2665093179392414,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
6054,93454,0,0,0,-1.1552014731729663,1,0,-1.489252985052871,0,-1.8640652744547321,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
6055,93455,0,1,1,-0.9516141092828962,1,0,-0.3310627074880101,0,-1.3121054651401207,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
6056,93458,1,1,0,1.6135866757319857,1,1,0.288743567306385,0,0.9633551882671286,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
6057,93460,0,1,0,0.02560523738943971,1,1,-0.44239520188807546,0,0.45196822864179953,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
6058,93461,0,1,0,1.6135866757319857,1,0,0.5213786302318951,0,-0.16761299682161573,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
6059,93505,0,0,0,-0.7073092726148122,1,0,0.6825614952588556,0,0.9794152746024695,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0
6060,93510,1,1,0,-0.1372646537226163,1,1,0.4831600127512754,0,-1.0382387297374653,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
6061,93512,0,1,1,-0.7073092726148122,1,0,0.39010598758107146,0,-0.4643019601744926,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
6062,93514,1,0,0,1.6135866757319857,1,0,-1.3081299717751527,0,1.4713610770850174,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
6063,93516,0,1,0,-0.5444393815027563,1,1,0.734073544906647,0,0.5677699037966261,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
6064,93517,0,0,0,-1.2773538915070082,1,0,-1.4992230591782503,0,-1.0213333757002643,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
6065,93522,0,0,0,-1.2366364187289942,1,0,-0.6384733263538628,0,-0.023917487505407557,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
6066,93523,1,1,1,-0.8701791637268682,1,1,0.4432797162497593,0,-1.7474183315980456,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
6067,93526,0,0,0,-0.8294616909488542,1,0,-1.5108548123245258,0,-1.2952001111029199,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
6068,93527,0,1,0,1.5321517301759575,1,1,1.5200477217906923,0,1.3344277093836896,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
6069,93529,0,0,0,-0.38156949039070026,1,1,-1.4776212319065958,0,-0.6511061222855632,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
6070,93530,1,0,0,0.6770848018376636,1,0,0.5512888526080318,0,0.11555168330150037,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
6071,93534,0,0,1,-1.2366364187289942,1,1,-0.3144459172790451,0,0.1637319423075231,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
6072,93535,1,1,0,1.4914342573979436,0,0,-0.2729039417566325,0,-0.20142370489601766,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
6073,93541,0,1,1,-0.34085201761268624,1,1,-1.4975613801573535,0,-0.681535759552525,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
6074,93543,0,0,0,-0.015112235388574289,1,1,1.3056911280950434,0,-1.7457277961943254,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
6075,93544,0,0,0,-0.21869959927864427,1,0,-0.39586818930297346,0,-1.3171770713512811,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
6076,93546,0,0,0,1.0435420568397897,1,0,0.5280253463154813,0,1.3885248423027328,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
6077,93550,0,1,1,-0.5851568542807702,1,1,-1.3330551570886002,0,0.7021674683923738,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
6078,93551,0,1,1,0.5956498562816357,1,1,-1.4443876514886658,0,-1.30111698501594,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
6079,93552,0,1,1,1.5321517301759575,1,1,1.5100776476653133,0,-0.25552083781506074,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
6080,93554,0,1,1,0.1477576557234817,1,0,-0.4556886340552476,0,-1.8928043763179738,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
6081,93555,0,0,0,1.4099993118419156,1,1,-1.4942380221155607,0,-0.11858747011373294,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
6082,93560,0,0,0,-0.9108966365048822,1,1,-1.4909146640737678,0,1.1924227354712016,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
6083,93561,1,0,0,-0.5444393815027563,1,1,0.7490286560947156,0,0.03947759013409605,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
6084,93562,0,1,1,1.5728692029539715,1,0,-1.4925763430946641,0,1.641259885158887,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
6085,93563,0,1,1,1.6135866757319857,1,1,0.8188191749723689,0,1.3893701100045928,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
6086,93591,0,1,1,0.6363673290596497,1,0,-1.4875913060319748,0,-1.5149697135865323,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
6087,93601,0,0,0,-1.2773538915070082,1,0,-1.4859296270110782,0,-1.9722595402928185,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
6088,93602,0,1,1,-0.5851568542807702,1,0,0.6144326554020991,0,-1.9739500756965385,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
6089,93604,1,1,0,1.4099993118419156,1,0,1.2674725106144242,0,1.2414482621790843,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
6090,93605,0,1,1,1.4914342573979436,0,0,-0.8528299200495112,0,1.34118985099857,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
6091,93608,1,1,0,1.6135866757319857,1,1,1.6529820434624123,0,1.3952869839176132,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
6092,93609,1,0,0,0.2291926012795097,1,0,-1.4809445899483886,0,0.4621114410641201,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
6093,93610,1,1,0,0.31062754683553767,1,0,-0.29782912707008,0,-0.6874526334655453,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
6094,93611,0,1,1,1.1656944751738316,1,1,-1.3480102682766686,0,1.5220771391966204,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
6095,93614,0,1,0,-0.015112235388574289,1,1,0.2671417400347303,0,-0.9486403533403002,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0
6096,93615,0,0,0,-0.46300443594672824,1,1,1.1661100903397372,0,-1.9333772260072561,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
6097,93616,1,0,0,1.0842595296178037,1,1,1.154478337193462,0,0.9405329603169073,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
6098,93620,0,0,0,0.5956498562816357,1,0,-1.479282910927492,0,0.6201765013119491,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
6099,93621,0,1,1,1.4914342573979436,1,1,-1.2881898235243945,0,0.4502776932380794,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
6100,93622,0,0,0,-1.2366364187289942,1,1,-1.4909146640737678,0,1.2034112155953822,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
6101,93623,0,1,1,-0.4222869631687143,1,0,-1.5191632074290082,0,-0.07463354961701044,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
6102,93624,1,1,0,-0.7073092726148122,1,1,1.054777595939672,0,-1.6958570017845827,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0
6103,93625,0,0,0,0.8399546929497197,1,0,-1.4925763430946641,0,1.6378788143514469,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
6104,93626,1,1,0,-0.17798212650063028,1,0,-1.2981598976497735,0,-1.068668367004427,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
6105,93627,0,0,0,-0.4222869631687143,1,0,-1.4776212319065958,0,0.09272945535127908,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
6106,93630,1,1,0,-0.6665917998367983,1,1,0.8902713728709182,0,-0.30032002601364327,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
6107,93631,0,1,1,0.6363673290596497,0,0,-0.8428598459241323,0,1.0994432882665963,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
6108,93634,1,1,0,-0.09654718094460228,1,1,1.3605265357846281,0,-1.6442956719711197,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0
6109,93635,0,0,0,-1.1959189459509803,1,1,0.18239610996900885,0,-1.897030714827274,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
6110,93637,1,0,0,1.0028245840617755,1,0,0.9633852497903643,0,-0.10506318688397218,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
6111,93640,0,1,0,-0.38156949039070026,1,0,-0.15824808931477388,0,-0.4778262434042534,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0
6112,93641,0,1,0,1.3285643662858877,1,1,-0.16489480539835996,0,1.3809174329859923,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0
6113,93643,0,1,0,0.4734974379475937,1,1,0.8603611504947815,0,-0.5192443607953957,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
6114,93644,0,1,1,1.5728692029539715,1,1,1.4701973511637971,0,-0.16592246141789563,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
6115,93645,0,1,0,0.1884751285014957,1,0,0.1109439120704591,0,-1.2909737725936197,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
6116,93646,0,0,0,-0.8294616909488542,1,0,-1.4742978738648027,0,0.08174097522709846,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
6117,93647,0,1,1,1.4914342573979436,1,1,0.5712290008587901,0,1.5060170528612795,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
6118,93648,0,0,0,0.1070401829454677,1,0,-0.13996962008491245,0,-0.7922658284961912,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
6119,93650,0,0,0,-1.114484000394952,1,1,0.027859961025634056,0,1.0445008876456932,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1
6120,93651,0,1,1,1.0435420568397897,1,0,0.5895074700886516,0,-0.04420391235004871,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
6121,93652,0,1,0,1.6135866757319857,1,1,0.5828607540050654,0,0.6920242559700531,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
6122,93653,0,1,0,1.6135866757319857,1,0,0.11260559109135598,0,0.17979202864286403,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
6123,93654,0,0,0,-1.2773538915070082,1,0,-1.4776212319065958,0,-1.6003417514743972,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
6124,93657,0,1,1,0.8399546929497197,1,0,-1.4809445899483886,0,1.3944417162157532,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
6125,93660,0,0,0,-0.21869959927864427,1,1,0.8121724588887829,0,-0.013774275083086979,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
6126,93665,0,1,0,-0.5851568542807702,1,0,0.3336089008705903,0,0.34546449820743347,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
6127,93666,0,1,1,0.5549323835036216,1,1,-1.4809445899483886,0,-1.068668367004427,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
6128,93667,0,1,0,1.6135866757319857,1,1,0.6526512728827188,0,0.5457929435482648,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
6129,93669,0,1,0,-1.1552014731729663,0,1,-1.3164383668796351,0,-0.4304912521000907,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
6130,93673,0,0,0,-0.3001345448346723,1,0,-1.4942380221155607,0,-0.44401553532985144,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
6131,93675,0,1,1,0.31062754683553767,0,1,-0.4623353501388335,0,-1.3366182284940622,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
6132,93701,0,1,0,1.2471294207298596,1,1,1.2508557204054591,0,0.5880563286412672,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
6133,93703,0,0,0,-0.7480267453928262,1,1,-0.30779920119545895,0,-0.7440855694901685,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
6134,93704,1,1,0,1.6135866757319857,1,1,1.4951225364772447,0,-0.1143611316044327,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
6135,93705,0,0,0,0.2699100740575237,1,1,1.3837900420771791,0,-0.2445323576908801,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
6136,93706,0,1,1,0.5956498562816357,0,1,-0.15824808931477388,0,-0.9739983843961015,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
6137,93710,0,1,0,-0.5444393815027563,1,1,0.7988790267216106,0,0.1688035485186834,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
6138,93721,0,0,0,-0.6258743270587842,1,0,0.508085198064723,0,-0.8091711825333923,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
6139,93722,1,1,0,0.06632271016745371,1,1,0.35853408618403787,0,0.8289576236713809,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
6140,93725,0,0,0,0.39206249239156565,1,1,-0.5055390046821426,0,-0.6451892483725429,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
6141,93727,0,1,1,1.5728692029539715,1,0,-1.3579803424020476,0,0.9050317168387852,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
6142,93728,1,1,0,-0.5444393815027563,1,0,0.05444682535997845,0,0.11217061249406018,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0
6143,93905,0,0,0,1.0028245840617755,1,0,-1.5274716025334907,0,1.746073080189533,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
6144,93906,0,1,0,1.6135866757319857,1,1,1.4502572029130394,0,-0.005321598064486499,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
6145,93907,0,0,0,-1.0737665276169381,1,1,0.7041633225305103,0,-0.9376518732161195,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
6146,93920,0,1,0,1.1656944751738316,1,0,0.5363337414199637,0,-0.2022689725978777,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
6147,93923,0,1,1,0.6363673290596497,1,0,1.563251376334001,0,-0.4042879533424292,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
6148,93924,0,0,0,-0.6665917998367983,1,1,-1.4676511577812166,0,1.0707041864033546,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
6149,93926,0,0,0,-1.1959189459509803,1,0,-0.6700452277508961,0,-1.0805021148304677,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
6150,93928,0,0,0,1.3285643662858877,1,0,1.34058638753387,0,1.0554893677698738,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
6151,93930,0,1,1,1.5321517301759575,1,1,1.674583870734067,0,-0.010393204275646788,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
6152,93932,0,1,0,1.1249770023958177,1,1,-0.16489480539835996,0,0.9194012677704061,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
6153,93933,0,1,0,1.4914342573979436,1,1,-1.2782197493990157,0,0.8602325286402027,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
6154,93940,1,0,0,0.1070401829454677,1,0,0.19236618409438774,0,1.2448293329865245,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
6155,93950,0,0,0,-0.4222869631687143,1,1,-1.4859296270110782,0,0.9760342037950294,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
6156,93953,0,1,1,1.3692818390639017,1,0,0.5014384819811368,0,1.551661508761722,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
6157,93960,0,1,1,0.06632271016745371,1,1,0.8404210022440232,0,0.20937639820796572,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
6158,93962,0,1,1,1.6135866757319857,1,0,-1.339701873172186,0,0.7900753093858187,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
6159,94002,0,1,1,-0.055829708166588284,0,0,-0.15990976833567028,0,-0.05350185707050924,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
6160,94005,0,0,1,-0.09654718094460228,1,0,-1.309791650796049,0,1.2803305764646467,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
6161,94015,1,1,0,-0.5444393815027563,0,1,-1.0123511060555754,0,0.18148256404658414,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
6162,94019,0,1,0,1.3285643662858877,1,1,1.3389247085129734,0,0.7714794199448977,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
6163,94020,0,1,1,-0.09654718094460228,1,0,-1.5108548123245258,0,0.04454919634525634,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
6164,94021,0,0,0,-1.0737665276169381,1,0,-1.5158398493872152,0,0.7790868292616381,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
6165,94022,0,0,0,-1.2366364187289942,0,0,-0.4440568809089721,0,-1.5386372092386138,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
6166,94024,0,1,1,0.8399546929497197,1,0,0.23556983863769668,0,0.42491966218227795,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1
6167,94025,1,1,0,-1.0330490548389242,1,1,0.3535490491213486,0,-0.7330970893659879,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
6168,94027,0,1,1,1.1656944751738316,1,1,-0.500553967619453,0,0.1493623913759023,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
6169,94030,0,0,0,-0.7887442181708402,1,1,0.46488154352141403,0,1.040274549136393,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
